epoch,accuracy,loss,val_accuracy,val_loss
0,0.2289181798696518,2.0230798721313477,0.33099091053009033,1.734989047050476
1,0.3331727385520935,1.7459065914154053,0.36891818046569824,1.6432336568832397
2,0.35447272658348083,1.6848028898239136,0.3880999982357025,1.5865757465362549
3,0.3640090823173523,1.6529890298843384,0.3898000121116638,1.5817238092422485
4,0.3728909194469452,1.6264607906341553,0.39309999346733093,1.5727194547653198
5,0.3802454471588135,1.6060197353363037,0.40528181195259094,1.5444889068603516
6,0.3865545392036438,1.581026554107666,0.4143454432487488,1.5067923069000244
7,0.39273637533187866,1.557651162147522,0.41396364569664,1.4911830425262451
8,0.39901816844940186,1.5357747077941895,0.4135727286338806,1.4743796586990356
9,0.40239089727401733,1.524977445602417,0.4274454414844513,1.4598562717437744
10,0.40662726759910583,1.5108916759490967,0.4230000078678131,1.4584437608718872
11,0.4086545407772064,1.5028891563415527,0.43260908126831055,1.449182391166687
12,0.4118727147579193,1.4943927526474,0.43118181824684143,1.452689290046692
13,0.41451817750930786,1.4901912212371826,0.4323999881744385,1.4478330612182617
14,0.4169090986251831,1.4829208850860596,0.43118181824684143,1.4730591773986816
15,0.418609082698822,1.4813021421432495,0.43795454502105713,1.4477595090866089
16,0.42142727971076965,1.4741696119308472,0.4333636462688446,1.4432226419448853
17,0.4222727417945862,1.471591591835022,0.43272727727890015,1.4593538045883179
18,0.423836350440979,1.46657395362854,0.44459089636802673,1.4402250051498413
19,0.42449089884757996,1.4619489908218384,0.4392545521259308,1.4579074382781982
20,0.4243636429309845,1.4581395387649536,0.4443454444408417,1.4391006231307983
21,0.4272363781929016,1.456954836845398,0.44545453786849976,1.4347617626190186
22,0.4306272864341736,1.4516277313232422,0.44543635845184326,1.4432873725891113
23,0.4294363558292389,1.4499768018722534,0.4342636466026306,1.4559075832366943
24,0.43124544620513916,1.4489398002624512,0.44998180866241455,1.4332383871078491
25,0.4309999942779541,1.444549322128296,0.4458000063896179,1.4395136833190918
26,0.4339999854564667,1.4401829242706299,0.4413272738456726,1.4628441333770752
27,0.43366363644599915,1.4434454441070557,0.44448181986808777,1.4514182806015015
28,0.43487271666526794,1.4359312057495117,0.44938182830810547,1.4325363636016846
29,0.43536365032196045,1.433194875717163,0.4436090886592865,1.4618523120880127
30,0.43706363439559937,1.4321672916412354,0.44582727551460266,1.4438291788101196
31,0.4377181828022003,1.428884506225586,0.4474363625049591,1.4416775703430176
32,0.4377727210521698,1.4263615608215332,0.4407363533973694,1.4572728872299194
33,0.438436359167099,1.4251270294189453,0.4460272789001465,1.4387751817703247
34,0.4397999942302704,1.4213757514953613,0.4496181905269623,1.4419453144073486
35,0.4411908984184265,1.4177113771438599,0.4430181682109833,1.4628269672393799
36,0.4403909146785736,1.4207017421722412,0.448199987411499,1.4377111196517944
37,0.4412454664707184,1.4133259057998657,0.4454090893268585,1.4529825448989868
38,0.44133636355400085,1.4130561351776123,0.4473181962966919,1.4459443092346191
39,0.4417727291584015,1.4108445644378662,0.4424181878566742,1.4769421815872192
40,0.44338181614875793,1.4094988107681274,0.4483181834220886,1.4462190866470337
41,0.4443272650241852,1.4062013626098633,0.44082728028297424,1.4608920812606812
42,0.4442000091075897,1.4048961400985718,0.44550907611846924,1.4549657106399536
43,0.4465363621711731,1.4033781290054321,0.4437636435031891,1.4672318696975708
