epoch,accuracy,loss,val_accuracy,val_loss
0,0.5006636381149292,1.3331902027130127,0.4936909079551697,1.45296311378479
1,0.5620909333229065,1.164278507232666,0.4740545451641083,1.5676910877227783
2,0.5902636647224426,1.1137375831604004,0.5790272951126099,1.1614195108413696
3,0.6070272922515869,1.0783206224441528,0.5891181826591492,1.131601095199585
4,0.6179090738296509,1.055179238319397,0.5993818044662476,1.1142381429672241
5,0.6248363852500916,1.038500428199768,0.5307727456092834,1.3293439149856567
6,0.6334454417228699,1.0160040855407715,0.5774272680282593,1.2279185056686401
7,0.6437727212905884,0.9899921417236328,0.532590925693512,1.6248526573181152
8,0.654590904712677,0.9629672169685364,0.5547454357147217,1.413945198059082
9,0.6663727164268494,0.928071141242981,0.5480363368988037,1.6400494575500488
10,0.6819000244140625,0.8839066624641418,0.5413908958435059,1.8655189275741577
11,0.7005545496940613,0.8281682729721069,0.5507363677024841,1.7263712882995605
12,0.723872721195221,0.7638081908226013,0.5369545221328735,2.3168091773986816
13,0.7498000264167786,0.6797124743461609,0.5555909276008606,2.0935301780700684
14,0.7772545218467712,0.5949055552482605,0.5510727167129517,2.4805221557617188
15,0.807063639163971,0.5111370086669922,0.550709068775177,2.4731974601745605
16,0.8355000019073486,0.4295850992202759,0.5655090808868408,2.4395573139190674
17,0.859745442867279,0.363376647233963,0.5603908896446228,2.5834619998931885
18,0.8800908923149109,0.30808669328689575,0.5615817904472351,2.422274112701416
19,0.8965908885002136,0.2664872109889984,0.5625908970832825,2.5902349948883057
