epoch,accuracy,loss,val_accuracy,val_loss
0,0.09034545719623566,2.397892951965332,0.08696363866329193,2.3976874351501465
1,0.12626363337039948,2.3972599506378174,0.1355818212032318,2.3962838649749756
2,0.141436368227005,2.393312454223633,0.13392727077007294,2.3862898349761963
3,0.12315454334020615,2.370893955230713,0.11564545333385468,2.34303617477417
4,0.1337818205356598,2.321007251739502,0.1516454517841339,2.293182849884033
5,0.14600908756256104,2.2730181217193604,0.14617273211479187,2.239980936050415
6,0.15393635630607605,2.2261369228363037,0.16700908541679382,2.208667516708374
7,0.1682727336883545,2.2081379890441895,0.17520909011363983,2.197049140930176
8,0.17112727463245392,2.197230577468872,0.1764909029006958,2.1874241828918457
9,0.17663636803627014,2.188662052154541,0.18030908703804016,2.1796743869781494
10,0.1799454540014267,2.182126760482788,0.18237273395061493,2.173417568206787
11,0.18264545500278473,2.176274061203003,0.1850818246603012,2.1676859855651855
12,0.18559999763965607,2.170065402984619,0.18744546175003052,2.1620171070098877
13,0.1884545385837555,2.164158821105957,0.18919090926647186,2.156059980392456
14,0.19070908427238464,2.1579136848449707,0.19151818752288818,2.149967908859253
15,0.19229090213775635,2.1515512466430664,0.19390909373760223,2.14378023147583
16,0.1953454613685608,2.1454665660858154,0.1972000002861023,2.1377129554748535
17,0.19799090921878815,2.1397902965545654,0.19943636655807495,2.1320295333862305
18,0.20214545726776123,2.134248971939087,0.20318181812763214,2.1269288063049316
19,0.20496363937854767,2.1296236515045166,0.2057090848684311,2.122485637664795
20,0.20738181471824646,2.1252968311309814,0.20865455269813538,2.1186296939849854
21,0.21001818776130676,2.121429920196533,0.2101818174123764,2.1151516437530518
22,0.2108818143606186,2.1188063621520996,0.2117636352777481,2.1122071743011475
23,0.21266363561153412,2.1157162189483643,0.2131272703409195,2.109645128250122
24,0.21359090507030487,2.113495111465454,0.21384546160697937,2.1073389053344727
25,0.21529090404510498,2.1113133430480957,0.21464546024799347,2.105405330657959
26,0.21565455198287964,2.1096363067626953,0.21559090912342072,2.1034557819366455
27,0.21633636951446533,2.1075310707092285,0.21598181128501892,2.101646900177002
28,0.21664544939994812,2.1059141159057617,0.21729090809822083,2.100310802459717
29,0.2175818234682083,2.104219436645508,0.2169545441865921,2.0986833572387695
30,0.21741817891597748,2.1031124591827393,0.21755453944206238,2.097179412841797
31,0.21782727539539337,2.1017324924468994,0.21878181397914886,2.0958151817321777
32,0.21791818737983704,2.1001155376434326,0.21910908818244934,2.094355583190918
33,0.2187909036874771,2.098263740539551,0.21975454688072205,2.092966318130493
34,0.21856363117694855,2.0972886085510254,0.22075454890727997,2.091709613800049
35,0.2185363620519638,2.0955734252929688,0.22089999914169312,2.090395450592041
36,0.21965454518795013,2.0946059226989746,0.22101818025112152,2.08917498588562
37,0.21916364133358002,2.0937399864196777,0.22172726690769196,2.088106870651245
38,0.2203090935945511,2.092262029647827,0.22193636000156403,2.086818218231201
39,0.22046363353729248,2.0915322303771973,0.2221272736787796,2.0857911109924316
40,0.22000908851623535,2.0908422470092773,0.22288182377815247,2.0850942134857178
41,0.2198454588651657,2.0893502235412598,0.22275453805923462,2.083831310272217
42,0.22075454890727997,2.088848352432251,0.2227909117937088,2.0830609798431396
43,0.22118182480335236,2.087592363357544,0.22303636372089386,2.0822384357452393
44,0.22089090943336487,2.087374687194824,0.22315454483032227,2.0815954208374023
45,0.22116363048553467,2.086289405822754,0.223490908741951,2.080904006958008
46,0.22116363048553467,2.0857295989990234,0.22353635728359222,2.0802221298217773
47,0.22153636813163757,2.084927797317505,0.2240000069141388,2.0795066356658936
48,0.22256363928318024,2.084225654602051,0.22407272458076477,2.078923225402832
49,0.22140909731388092,2.0841848850250244,0.22419999539852142,2.0785133838653564
50,0.22256363928318024,2.083298444747925,0.2246272712945938,2.0779531002044678
51,0.22299091517925262,2.0828094482421875,0.2242727279663086,2.0773282051086426
52,0.2226909101009369,2.0817720890045166,0.22442726790905,2.0769636631011963
53,0.22246363759040833,2.0820956230163574,0.22461818158626556,2.076434373855591
54,0.22366364300251007,2.0807089805603027,0.22444544732570648,2.0759215354919434
55,0.2235545516014099,2.080775022506714,0.2249181866645813,2.0755417346954346
56,0.2238272726535797,2.079907178878784,0.22518181800842285,2.074906587600708
57,0.22312727570533752,2.0796780586242676,0.2254818230867386,2.074404001235962
58,0.22463636100292206,2.079238176345825,0.22560909390449524,2.07393741607666
59,0.22514545917510986,2.0783910751342773,0.2258909046649933,2.0735552310943604
60,0.22407272458076477,2.0784666538238525,0.22601817548274994,2.0730156898498535
61,0.22474545240402222,2.077543020248413,0.22660909593105316,2.0724713802337646
62,0.22521817684173584,2.076636791229248,0.22647272050380707,2.0718774795532227
63,0.2253090888261795,2.075801372528076,0.22699090838432312,2.0713813304901123
64,0.22566363215446472,2.075261116027832,0.22697272896766663,2.07100248336792
65,0.22657272219657898,2.075327157974243,0.2274545431137085,2.070086717605591
66,0.2256181836128235,2.0750763416290283,0.22723636031150818,2.0695672035217285
67,0.22590908408164978,2.0740246772766113,0.22748181223869324,2.0690321922302246
68,0.22615455090999603,2.0735151767730713,0.22761818766593933,2.0683603286743164
69,0.22701817750930786,2.0723929405212402,0.2278454601764679,2.0676493644714355
70,0.22678181529045105,2.0714502334594727,0.22816362977027893,2.0668535232543945
71,0.22723636031150818,2.0716681480407715,0.228645458817482,2.0660436153411865
72,0.2264000028371811,2.0710203647613525,0.22842727601528168,2.065157651901245
73,0.2274181842803955,2.0694143772125244,0.22889091074466705,2.064098358154297
74,0.2264818251132965,2.0690269470214844,0.22922727465629578,2.063155174255371
75,0.2276909053325653,2.0675253868103027,0.2296818196773529,2.0618746280670166
76,0.22781817615032196,2.066659688949585,0.22976364195346832,2.0604143142700195
77,0.2294272780418396,2.0649847984313965,0.23006363213062286,2.0586273670196533
78,0.22928181290626526,2.0626940727233887,0.2310272753238678,2.056582450866699
79,0.2306363582611084,2.0606689453125,0.2318272739648819,2.053638458251953
80,0.23050908744335175,2.0583608150482178,0.23321817815303802,2.0497806072235107
81,0.23265454173088074,2.054349184036255,0.23589091002941132,2.0451138019561768
82,0.23600000143051147,2.0491669178009033,0.23839090764522552,2.039956569671631
83,0.23814545571804047,2.044783353805542,0.24112726747989655,2.0354440212249756
84,0.2408818155527115,2.0415403842926025,0.24315454065799713,2.0319266319274902
85,0.24058182537555695,2.038081169128418,0.24420000612735748,2.0294129848480225
86,0.24197272956371307,2.0372860431671143,0.24528181552886963,2.02754807472229
87,0.24433636665344238,2.0342161655426025,0.24618181586265564,2.0259735584259033
88,0.2437727302312851,2.0328192710876465,0.24702727794647217,2.024259328842163
89,0.24569091200828552,2.0306396484375,0.24700908362865448,2.02276611328125
90,0.2456090897321701,2.02913498878479,0.24749091267585754,2.021385431289673
91,0.2465818226337433,2.0281100273132324,0.24811817705631256,2.0197105407714844
92,0.24774545431137085,2.0259506702423096,0.24881818890571594,2.018019676208496
93,0.24780909717082977,2.023700714111328,0.2497636377811432,2.016207456588745
94,0.2485000044107437,2.022669553756714,0.25028181076049805,2.0144474506378174
95,0.24873636662960052,2.0202488899230957,0.251518189907074,2.0123398303985596
96,0.24992726743221283,2.0178184509277344,0.25264546275138855,2.01019024848938
97,0.25274544954299927,2.0153872966766357,0.2539636492729187,2.0077950954437256
98,0.2538636326789856,2.01324200630188,0.2554272711277008,2.0049245357513428
99,0.2556818127632141,2.010700225830078,0.25666365027427673,2.001863956451416
