epoch,accuracy,loss,val_accuracy,val_loss
0,0.43633636832237244,1.5345439910888672,0.08072727173566818,6.906801700592041
1,0.48748183250427246,1.3562092781066895,0.17626363039016724,2.338392972946167
2,0.5285545587539673,1.2543416023254395,0.22519999742507935,4.459410667419434
3,0.539618194103241,1.224037766456604,0.18213635683059692,7.1128435134887695
4,0.5439545512199402,1.2050635814666748,0.19670000672340393,4.090336322784424
5,0.5467091202735901,1.1981618404388428,0.22871817648410797,2.991180419921875
6,0.5504909157752991,1.186673879623413,0.15211817622184753,5.5006585121154785
7,0.5500363707542419,1.1865817308425903,0.16738182306289673,6.072356224060059
8,0.553636372089386,1.1806135177612305,0.17627272009849548,7.505080223083496
9,0.5608999729156494,1.1592447757720947,0.12208181619644165,8.811244010925293
10,0.5654363632202148,1.1481664180755615,0.18876363337039948,2.9215269088745117
11,0.5701000094413757,1.1412036418914795,0.13288182020187378,11.942828178405762
12,0.5764545202255249,1.1305419206619263,0.17788182199001312,7.738545894622803
13,0.5856817960739136,1.120620846748352,0.16710908710956573,5.334131717681885
14,0.5947363376617432,1.1072916984558105,0.13274545967578888,5.005627155303955
15,0.6025545597076416,1.0936717987060547,0.16162727773189545,3.445424795150757
16,0.6072545647621155,1.0836318731307983,0.20760908722877502,2.458731174468994
