epoch,accuracy,loss,val_accuracy,val_loss
0,0.5041272640228271,1.3305962085723877,0.4968909025192261,1.4469877481460571
1,0.5633090734481812,1.1589775085449219,0.5188363790512085,1.3680957555770874
2,0.59212726354599,1.1098376512527466,0.5874636173248291,1.1362969875335693
3,0.6067181825637817,1.0788518190383911,0.6001726984977722,1.09845769405365
4,0.61765456199646,1.0543690919876099,0.6033363342285156,1.0952770709991455
5,0.6256909370422363,1.03616464138031,0.6008727550506592,1.11355459690094
6,0.6354454755783081,1.010793924331665,0.5855000019073486,1.2238754034042358
7,0.645545482635498,0.985345721244812,0.5669636130332947,1.3043161630630493
8,0.6539454460144043,0.9610887169837952,0.5600090622901917,1.502966046333313
9,0.6702818274497986,0.9184603095054626,0.5557000041007996,1.8307350873947144
10,0.6854363679885864,0.8732309937477112,0.5388000011444092,2.367594003677368
11,0.7071909308433533,0.8087548017501831,0.5406363606452942,2.025998115539551
12,0.7296454310417175,0.7387264966964722,0.5497000217437744,2.1903586387634277
13,0.7559545636177063,0.6538457870483398,0.5517091155052185,2.261751651763916
14,0.7856818437576294,0.567874014377594,0.543363630771637,2.42525315284729
15,0.8140363693237305,0.4817338287830353,0.5456636548042297,2.6634278297424316
16,0.8420727252960205,0.40584880113601685,0.5425817966461182,2.7483038902282715
17,0.8641363382339478,0.3471216857433319,0.5445272922515869,2.882674217224121
18,0.8825272917747498,0.30069974064826965,0.5492908954620361,2.7373502254486084
19,0.8999272584915161,0.257029265165329,0.5456454753875732,2.926957368850708
